available;categoryId;currencyId;description;id;local_delivery_cost;modified_time;name;oldprice;param;picture;price;type;url;vendor
true;Slip-on;USD;"Style:Casual
Type:Slip-On
Pattern Type:Houndstooth
Occasion:Daily
Toe:Round Toe
Heel Height:Flat
Package Include:1*Loafers


 
 
";e6e27d62-4855-441b-9100-e2818397d25b;0.0;1727888384;Houndstooth Breathable Casual Loafers;;color:beige|size:US8.5,US11,US8;https://image.geeko.ltd/original/e6e27d62-4855-441b-9100-e2818397d25b;20.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3De6e27d62-4855-441b-9100-e2818397d25b%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Flats-Sandals;USD;"Style:Chic
Type:Flat Sandals
Pattern Type:Floral
Occasion:Beach,Daily,Vacation
Toe:Toe Post
Heel Height:Flat
Package Include:1*Sandals
Strap Type:Toe-strap


 
 
";55804c16-d406-4c33-9eed-221029c216f4;0.0;1727888384;Flower Pattern Slingback Summer Beach Slippers;;color:Apricot|size:US8.5,US9.5,US6,US10,US8;https://image.geeko.ltd/original/55804c16-d406-4c33-9eed-221029c216f4;19.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D55804c16-d406-4c33-9eed-221029c216f4%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Flats-Sandals;USD;"Style:Chic
Type:Flat Sandals
Pattern Type:Floral
Occasion:Beach,Daily,Vacation
Toe:Toe Post
Heel Height:Flat
Package Include:1*Sandals
Strap Type:Toe-strap


 
 
";75f49dd8-b1bb-4285-a352-d93a876fed85;0.0;1727888384;Flower Pattern Slingback Summer Beach Slippers;;color:white|size:US8.5,US9.5,US7,US6;https://image.geeko.ltd/original/75f49dd8-b1bb-4285-a352-d93a876fed85;19.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D75f49dd8-b1bb-4285-a352-d93a876fed85%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Heeled-Sandals;USD;"Style:Chic
Type:Heeled-Sandals
Pattern Type:Plain
Occasion:Daily
Toe:Open Toe
Heel Height:High Heel
Package Include:1*Sandals


 
 
";839a33bc-45a1-42ce-8205-c69a8cd8d9c9;0.0;1727888384;Eyelet Lace-up Stiletto Heeled Sandals;;color:blue|size:US8.5,US9.5,US7,US6,US10,US8;https://image.geeko.ltd/original/839a33bc-45a1-42ce-8205-c69a8cd8d9c9;37.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D839a33bc-45a1-42ce-8205-c69a8cd8d9c9%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;flips flops;USD;"Style:Chic
Type:Flip Flops
Material:PU
Pattern Type:Plain
Decoration:Hollow-out
Occasion:Beach,Daily,Vacation
Toe:Toe Post
Heel Height:Low Heel
Package Include:1*Flip Flops


 
 
";c1973c4e-2de2-4e00-9df9-1d772f5f852c;0.0;1727888384;Hollow Out Toe Post Beach Wedge Flip Flops;;color:pink|size:US8.5,US7,US10,US8;https://image.geeko.ltd/original/c1973c4e-2de2-4e00-9df9-1d772f5f852c;23.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3Dc1973c4e-2de2-4e00-9df9-1d772f5f852c%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Slippers;USD;"Style:Chic
Type:Slippers
Pattern Type:Floral
Occasion:Beach,Daily,Vacation
Toe:Toe Post
Heel Height:Flat
Package Include:1*Slippers


 
 
  About this Item 
   
   From Floral Pattern to rhinestone designs, these flip flops offer a variety of bright and stylish flat slippers to choose from for the perfect fashion statement. 
   Perfect for beach or beach style, these flip-flop sandals feature a classic style with a soft footbed and grippy traction sole. 
   Suitable for various occasions, such as vacation, shopping, daily life and outdoor activities. 
   
 
";cd87a34f-8b41-4d55-8ea1-1075e168c365;0.0;1727888384;Rhinestone Floral Pattern Hollow Out Flip Flops Slippers;;color:black|size:US11.5,US8.5,US9.5,US12,US7,US6,US11,US5.5,US10,US8;https://image.geeko.ltd/original/cd87a34f-8b41-4d55-8ea1-1075e168c365;18.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3Dcd87a34f-8b41-4d55-8ea1-1075e168c365%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Slippers;USD;"Style:Chic
Type:Slippers
Pattern Type:Floral
Occasion:Beach,Daily,Vacation
Toe:Toe Post
Heel Height:Flat
Package Include:1*Slippers


 
 
  About this Item 
   
   From Floral Pattern to rhinestone designs, these flip flops offer a variety of bright and stylish flat slippers to choose from for the perfect fashion statement. 
   Perfect for beach or beach style, these flip-flop sandals feature a classic style with a soft footbed and grippy traction sole. 
   Suitable for various occasions, such as vacation, shopping, daily life and outdoor activities. 
   
 
";22a36224-f797-499c-9758-4ca1d918b09c;0.0;1727888384;Rhinestone Floral Pattern Hollow Out Flip Flops Slippers;;color:silver|size:US11.5,US8.5,US9.5,US7,US12,US6,US11,US5.5,US10,US8;https://image.geeko.ltd/original/22a36224-f797-499c-9758-4ca1d918b09c;18.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D22a36224-f797-499c-9758-4ca1d918b09c%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Flats-Sandals;USD;"Style:Casual,Chic
Type:Flat Sandals
Material:PU
Pattern Type:Floral
Occasion:Daily,Vacation
Toe:Toe Post
Heel Height:Flat
Package Include:1*Sandals


 
 
";0fc2cf86-58ce-4363-b467-bb3ff16538d0;0.0;1727888384;Floral Pattern Toe Post Sandals;;color:Apricot|size:US8.5,US9.5,US6,US10,US8;https://image.geeko.ltd/original/0fc2cf86-58ce-4363-b467-bb3ff16538d0;18.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D0fc2cf86-58ce-4363-b467-bb3ff16538d0%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Flats-Sandals;USD;"Style:Casual,Chic
Type:Flat Sandals
Material:PU
Pattern Type:Floral
Occasion:Daily,Vacation
Toe:Toe Post
Heel Height:Flat
Package Include:1*Sandals


 
 
";3ab48daa-ee12-42ae-bb8c-8465633ca072;0.0;1727888384;Floral Pattern Toe Post Sandals;;color:white|size:US6,US10;https://image.geeko.ltd/original/3ab48daa-ee12-42ae-bb8c-8465633ca072;18.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D3ab48daa-ee12-42ae-bb8c-8465633ca072%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Flats-Sandals;USD;"Style:Casual,Chic
Type:Flat Sandals
Material:PU
Pattern Type:Floral
Occasion:Daily,Vacation
Toe:Toe Post
Heel Height:Flat
Package Include:1*Sandals


 
 
";8fd4a7a4-9e7f-4990-8d7f-7f1a8d380bc5;0.0;1727888384;Floral Pattern Toe Post Sandals;;color:Apricot|size:US8.5,US9.5,US6,US10,US8;https://image.geeko.ltd/original/8fd4a7a4-9e7f-4990-8d7f-7f1a8d380bc5;18.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D8fd4a7a4-9e7f-4990-8d7f-7f1a8d380bc5%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Blouses & Shirts;USD;"Style:Chic
Type:Blouses
Material:100%Polyester
Neckline:Round Neck
Sleeve Style:Long Sleeve
Length:Regular
Pattern Type:Baroque,Colorblock
Decoration:Others
Fit Type:Regular
Occasion:Daily
Package Include:1*Blouse
Fabric Elasticity:Slight Stretch
Sleeve Type:Batwing Sleeve
Sheer:No
Care Instructions:Machine wash or professional dry clean


 
 
  About this Item
  
   Lightweight, pretty soft and smooth. 
   Featuring a classic colorblock and baroque print paired with a trendy round neck. 
   This solid batwing sleeve shirt for summer and fall pair well with skinny jeans, skirt, pants, high heels, etc. 
   Suit for street wear, shows, party and daily life.
   
 
";644953b4-13a0-4311-8dc4-62089b49b65e;0.0;1727888384;Colorblock Baroque Print Batwing Sleeve Top;;color:yellow|size:S,L,M;https://image.geeko.ltd/original/644953b4-13a0-4311-8dc4-62089b49b65e;26.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D644953b4-13a0-4311-8dc4-62089b49b65e%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Heeled-Sandals;USD;"Style:Chic
Type:Heeled-Sandals
Material:100%PU
Pattern Type:Colorblock
Occasion:Daily
Toe:Peep Toe
Heel Height:Low Heel
Package Include:1* Sandals
HEEL HEIGHT:	5.5cm


 
 
   Note: There might be 2-3% difference according to manual measurement. Please check the measurement chart carefully before you buy the item. +Please note that slight color difference should be acceptable due to the light and screen. 
 
";29beff12-b87a-401a-867c-885c3266f6d0;0.0;1727888384;Croc Embossed Rhinestone Chunky Heels;;color:white|size:US8.5,US9.5,US7,US11,US6,US10,US8;https://image.geeko.ltd/original/29beff12-b87a-401a-867c-885c3266f6d0;28.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D29beff12-b87a-401a-867c-885c3266f6d0%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Heeled-Sandals;USD;"Style:Chic
Type:Heeled-Sandals
Material:100%PU
Pattern Type:Colorblock
Occasion:Daily
Toe:Peep Toe
Heel Height:Low Heel
Package Include:1* Sandals
HEEL HEIGHT:	5.5cm


 
 
   Note: There might be 2-3% difference according to manual measurement. Please check the measurement chart carefully before you buy the item. +Please note that slight color difference should be acceptable due to the light and screen. 
 
";0ba34c59-e5c2-48ae-8c15-b901014d6e5e;0.0;1727888384;Croc Embossed Rhinestone Chunky Heels;;color:black|size:US8.5,US9.5,US7,US6,US11,US10,US8;https://image.geeko.ltd/original/0ba34c59-e5c2-48ae-8c15-b901014d6e5e;28.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D0ba34c59-e5c2-48ae-8c15-b901014d6e5e%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Wedges Shoes;USD;"Style:Chic
Type:Wedge Shoes
Pattern Type:Floral,Ombre
Occasion:Daily
Toe:Peep Toe
Heel Height:High Heel
Package Include:1*Wedge Sandals


 
 
";04c53562-7183-490b-ab09-9f9fae62e91f;0.0;1727888384;Ombre Floral Pattern Strappy Wedge Sandals;;color:Multicolor|size:US8.5,US9.5,US7,US6,US11,US10,US8;https://image.geeko.ltd/original/04c53562-7183-490b-ab09-9f9fae62e91f;26.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D04c53562-7183-490b-ab09-9f9fae62e91f%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Tanks & Crop Tops;USD;"Style:Chic
Type:Ribbed Top,Tank
Material:60%Polyester,35%Viscose,5%Elastane
Neckline:V-Neck
Sleeve Style:Sleeveless
Length:Regular
Pattern Type:Plain
Decoration:Button,Ruched
Fit Type:Skinny
Occasion:Daily
Package Include:1*Top
Fabric Elasticity:High Stretch
Sheer:No
Care Instructions:Machine wash or professional dry clean


 
 
";f4d584e2-69c0-4924-b3d4-d229b2d154f2;0.0;1727888384;Wrap Ruched Tank Tops V-Neck Solid Button Design Slim Fit Casual Holiday Summer Ribbed Tee Tops;;color:white|size:S,XL,L,XXL;https://image.geeko.ltd/original/f4d584e2-69c0-4924-b3d4-d229b2d154f2;16.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3Df4d584e2-69c0-4924-b3d4-d229b2d154f2%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Slippers;USD;"Style:Chic
Type:Slippers
Pattern Type:Floral,Ombre
Occasion:Daily,Vacation
Toe:Open Toe,Square Toe
Heel Height:Flat
Package Include:1*Slippers


 
 
";ad2cedd1-6bd5-4693-b5e0-8b9d7d10133b;0.0;1727888384;Ombre Floral Pattern Square Toe Slippers;;color:Multicolor|size:US8.5,US9.5,US7,US6,US11,US10,US8;https://image.geeko.ltd/original/ad2cedd1-6bd5-4693-b5e0-8b9d7d10133b;23.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3Dad2cedd1-6bd5-4693-b5e0-8b9d7d10133b%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Wedges Shoes;USD;"Style:Chic
Type:Wedge Shoes
Material:Denim
Pattern Type:Newspaper
Occasion:Daily
Toe:Peep Toe
Heel Height:High Heel
Package Include:1*Wedge Slippers


 
 
";39bea475-352a-4763-9f31-43ade2cf3643;0.0;1727888384;Newspaper Buckled Denim Wedge Slippers;;color:blue|size:US8.5,US9.5,US7,US6,US11,US10,US8;https://image.geeko.ltd/original/39bea475-352a-4763-9f31-43ade2cf3643;33.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D39bea475-352a-4763-9f31-43ade2cf3643%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;Pants;USD;"Style:Casual
Type:Cuffed
Material:95%Polyester,5%Elastane
Length:Long
Pattern Type:Plaid
Decoration:Drawstring,Pocket
Fit Type:Regular
Occasion:Daily,Vacation
Package Include:1*Pants
Fabric Elasticity:Medium Stretch
Sheer:No
Care Instructions:Machine wash or professional dry clean


 
 
  
   
  
  
   Product Features:
  
  
   
    
     Plaid Print, offers a unique visual experience.
     Drawstring provides a secure fit and adds a stylish element.
     Cuffed design accentuates the shape of your legs.
     Pocket Design provides extra storage space and enhances the look.
    
   
  
 
";65964bef-8afa-4355-a409-a2045360f26b;0.0;1727888384;Plaid Print Cuffed Drawstring Pants;;color:khaki|size:XL;https://image.geeko.ltd/original/65964bef-8afa-4355-a409-a2045360f26b;23.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D65964bef-8afa-4355-a409-a2045360f26b%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;flips flops;USD;"Style:Chic
Type:Flip Flops
Pattern Type:Floral
Occasion:Daily,Vacation
Toe:Toe Post
Heel Height:Flat
Package Include:1*Flip Flops


 
 
  
   
  
  
   Product Features
  
  
   
    Slippers feature a distinctive front decoration with large flowers, creating a charming and eye-catching look.
    The toe post design provides freedom and comfort.&nbsp;&nbsp;
    Braided detail adds a unique and artistic touch to the overall look.&nbsp; &nbsp;
    Perfect for vacations, beach days, or casual outings, these slippers are a versatile choice for any summer wardrobe.
   
  
 
";c25a4ff1-ee58-441e-85c5-1a97bf1e4ca3;0.0;1727888384;Braided Floral Pattern Toe Post Beach Flip Flops;;color:black|size:US8.5,US9.5,US7,US11,US6,US10,US8;https://image.geeko.ltd/original/c25a4ff1-ee58-441e-85c5-1a97bf1e4ca3;20.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3Dc25a4ff1-ee58-441e-85c5-1a97bf1e4ca3%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;flips flops;USD;"Style:Chic
Type:Flip Flops
Pattern Type:Floral
Occasion:Daily,Vacation
Toe:Toe Post
Heel Height:Flat
Package Include:1*Flip Flops


 
 
  
   
  
  
   Product Features
  
  
   
    Slippers feature a distinctive front decoration with large flowers, creating a charming and eye-catching look.
    The toe post design provides freedom and comfort.&nbsp;&nbsp;
    Braided detail adds a unique and artistic touch to the overall look.&nbsp; &nbsp;
    Perfect for vacations, beach days, or casual outings, these slippers are a versatile choice for any summer wardrobe.
   
  
 
";621f45ef-8739-4d8e-8cc3-a60a4b1a6bfc;0.0;1727888384;Braided Floral Pattern Toe Post Beach Flip Flops;;color:Apricot|size:US8.5,US9.5,US7,US11,US6,US10,US8;https://image.geeko.ltd/original/621f45ef-8739-4d8e-8cc3-a60a4b1a6bfc;20.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D621f45ef-8739-4d8e-8cc3-a60a4b1a6bfc%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
true;flips flops;USD;"Style:Chic
Type:Flip Flops
Material:PU
Pattern Type:Plain
Decoration:Hollow-out
Occasion:Beach,Daily,Vacation
Toe:Toe Post
Heel Height:Low Heel
Package Include:1*Flip Flops


 
 
";3db79977-8a67-483c-bf30-cd22b7d7ac32;0.0;1727888384;Hollow Out Toe Post Beach Wedge Flip Flops;;color:pink|size:US8.5,US7,US10,US8;https://image.geeko.ltd/original/3db79977-8a67-483c-bf30-cd22b7d7ac32;23.0;;https://heqgr.com/g/68eif155721e88db6f1138a0bfaa27/?f_id=25189&ulp=https%3A%2F%2Fwww.boutiquefeel.com%2Fpc%2Fproduct_detail%3FproductId%3D3db79977-8a67-483c-bf30-cd22b7d7ac32%26utm_source%3Dadmitad%26utm_currency%3DUSD;boutiquefeel
